Isi Postingan
"Lah ?! Nongol dia 
Mana bawa-bawa HAM lagi, sok HAM lu, jelek !!? 
Ehh.. 
"" Dalam konteks HAM, pemerintah melakukan makan bergizi gratis, pendidikan gratis, sekolah rakyat, cek kesehatan gratis, perumahan, kampung nelayan, kemudian swasembada pangan, adalah sejalan, seirama, sesuai dengan HAM,” kata Pigai di Gedung Kementerian HAM, Jakarta, Jumat (20/2/2026). 
 “Maka orang yang mau meniadakan Makan Bergizi Gratis, Cek Kesehatan Gratis, pendidikan gratis, Sekolah Rakyat, Koperasi Merah Putih, adalah orang yang menentang HAM. Orang yang menentang,” tambah dia lagi"
"Hai #Healthies!
Senin lalu, SMA 6 Tangerang Selatan mengawali langkah besar menuju generasi sehat dengan melakukan Cek Kesehatan Gratis Sekolah.
Acara dibuka dengan Aksi Bergizi, dilanjutkan pemberian TTD, dan edukasi kesehatan yang disambut antusias oleh para siswa
 Yuk, tonton keseruannya dan lihat bagaimana siswa-siswi SMA 6 Tangsel menjaga kesehatan bersama!
 Jangan lupa share ke teman-teman biar semakin banyak yang termotivasi untuk cek kesehatan.
#CekKesehatanGratis
#CKGSekolah"
"Sahabat Perempuan dan Anak, Wakil Menteri PPPA, Veronica Tan meninjau pelaksanaan Satu Tahun Cek Kesehatan Gratis (CKG) di SMA IPEKA Sunter, Jakarta Utara bersama Mendikdasmen, Abdul Muti dan perwakilan Kemenkes, Asnawi Abdullah. 
Program CKG menjadi bagian dari implementasi program prioritas pemerintah untuk meningkatkan kesadaran hidup sehat, mendorong pencegahan, dan deteksi dini masalah kesehatan sejak usia sekolah. 
#PerempuanBerdaya
#AnakTerlindungi
#KemenPPPA"
"CKG di tempa kerja di Anmon Resort Bintan #ckgindonesiasehat #SorotanPublik— di 
The ANMON Resort Bintan
."
"Wakapolres Gorontalo Kompol Wanda Dhira Bernard, S.I.K., (tautan tidak tersedia), CPHR, hadir dalam Groundbreaking Peletakan Batu Pertama Pembangunan Jembatan Perintis Garuda dan Jembatan Beton di Desa Ulapato B, Kec. Telaga Biru, Kab. Gorontalo, Jumat (27/3/2026).
Kegiatan ini merupakan program Presiden melalui Angkatan Darat untuk meningkatkan konektifitas dan pemerataan pembangunan di wilayah pelosok. Dandim 1315/KG, Letkol Inf. Julius Jongen Matakena, S.H, berharap jembatan ini dapat membantu masyarakat dalam mobilisasi dan berguna bagi masyarakat.
""Harapanya ini bisa membantu masyarakat dalam mobilisasi Masyarakat dan ini targetnya sangat cepat olehnya kami mohon doa agar apa yang kami kerjakan dapat berguna bagi Masyarakat,"" ujar Dandim.
Kegiatan ini dihadiri oleh Danrem 133/NW, Bupati Gorontalo, Ketua DPRD Kab. Gorontalo, dan masyarakat Desa Ulapato B. Rangkaian kegiatan meliputi sambutan Dandim, groundbreaking peletakan batu pertama, pembagian sembako, dan bakti sosial. 
 #JembatanPerintisGaruda #PembangunanGorontalo #TNIADMengabdi"
"Cek kesehatan gratis
1. Pendaftaran dengan membawa KK
2. Ukur tinggi badan, berat badan, lingkar perut
3. Ukur tekanan darah
4. Pemeriksaan gigi dan telinga
5. Cek gula darah sewaktu
6. Pemeriksaan dan Konsultasi dengan dokter
7. Resep obat
8. Pulang
#CKG
#puskesmaspetungkriyono
#bidandesa"
#Posyandu  #ckgindonesiasehat  #fypjangkauanluas  #reelsviralシfb  #marisehatbersama  #quotes  #realifecontent  #viralreelschallenge  #EmotionalStory
"DONOR DARAH & CEK KESEHATAN GRATIS 
Dalam rangka Milad Al Hikmah 2026, kami mengajak Bapak/Ibu dan Sahabat semua untuk ikut berpartisipasi dalam kegiatan sosial yang penuh manfaat ini
 Layanan GRATIS:
 Donor Darah
 Cek Kesehatan Mata
 Tensi Darah
 Gula Darah
 Asam Urat
 Kolesterol (S&K berlaku)
Kegiatan akan dilaksanakan pada:
 Kamis, 9 April 2026
 08.00 WIB – selesai
 Aula K2 Pondok Pesantren Al Hikmah
 Doorprize menarik & Reward voucher belanja menanti!
Yuk, jadikan momen ini sebagai bentuk kepedulian kita untuk sesama sekaligus menjaga kesehatan diri 
Tag keluarga & temanmu ya! Jangan sampai terlewat 
 Info: Wini (085893154147)"
"Hai…Sobat CIHUY
Hari ini Rabu, 25 Maret 2026 Puskesmas Kaliwungu memiliki beberapa kegiatan di antaranya:
1. Apel Pagi
Kegiatan yang pertama diawali dengan apel pagi dengan pembacaan Tata Nilai Puskesmas Kaliwungu dan 10 budaya malu oleh Ibu Sri Erna Roudlotun, SKM
Apel pagi dipimpin oleh Ibu Kepala UPTD Puskesmas Kaliwungu Ibu dr. Noor Chamidah menginstruksikan beberapa hal, yaitu :
1) Apresiasi dan terima kasih pada semua unit dan pegawai Puskesmas Kaliwungu selama cuti lebaran Idul Fitri 1447H telah memberikan pelayanan kesehatan yang optimal, aman dan terkendali
2) Terima kasih Tim CKG selama cuti lebaran tetap melaksanakan konsisten dalam penginputan dengan baik dan tuntas
3) Mohon untuk kehadiran acara Halal Bihalal untuk semua pegawai Puskesmas Kaliwungu
Pada kesempatan ini Ibu Kepala Tata Usaha Puskesmas Kaliwungu Ibu Sulistiyowati, S.ST.Keb juga menyampaikan terkait :
1) E-kinerja MyASN Triwulan 1 mohon dilengkapi dan akan di share siapa saja yang belum mengajukan draft E-Kin
2) Pelaporan Pajak mohon untuk diselesaikan sampai batas waktu 30 maret
Selanjutnya diakhiri oleh doa Bersama dan dilanjutkan mushofahah antar semua pegawai Puskesmas Kaliwungu
2. Skrining penyakit jantung bawaan (PJB)
Dilakukan pada usia bayi 24 - 48 jam dengan alat pulse oksimeter diperiksa telapak tangan kanan bayi selama 3 detik, jika hasilnya positif untuk segera dilakukan rujukan ke dokter sub spesialis jantung anak.
3. Penyuluhan Dalam Gedung
Pemberian penyuluhan/edukasi kesehatan yang disampaikan oleh Ibu Sri Erna Roudlotun, SKM terkait : Hak dan kewajiban pasi, Pelaynan PONED  dan stop gratifikasi.
Kegiatan dilakukan di tempat central audio Puskesmas Kaliwungu yang bisa didengar oleh pengunjung/pasien yang ada di UPTD Puskesmas Kaliwungu baik di ruangan ruangan rawat jalan maupun rawat inap
Oke....Sobat CIHUY tetap ikuti media sosial kami, agar mendapatkan informasi, edukasi dan kegiatan Puskesmas Kaliwungu
#berakhlak #banggamelayanibangsa #provjateng #dinkesprovjateng #pemkabkudus #dinkeskabkudus #puskesmasindonesia #kudussehat #kudushebat #indonesiasehat #indonesiahebat"
"Assalamu'alaikum 
 Sekedar mengingatkan kembali 
Disampaikan kepada ibu Hamil, ibu Bayi dan Balita, ibu dan Bpk Lansia, dan anak anak remaja 
 besok hari rabu, tanggal 11/03/2026, akan diadakan posyandu didesa padang mekar... 
Mohon kerja sama nya untuk datang diposyandu, cek tumbuh kembang anaknya kita 
 Terimakasih 
Nb : 
Ada juga loh CKG (cek kesehatan gratis) untuk para lansia 
 ayooo berposyandu 
@sorotan 
#pengikut— bersama 
Al Aqsha Pasya
 dan 
12 lainnya
."
"¤ Rockport dan CKG bagi Pegawai ¤
Habis lebaran, terbitlah rapotan. Rapot status kesehatan maksudnya Sobat.
Pagi tadi, dilaksanakan Rockport (Cek Kebugaran) dan Cek Kesehatan bagi pegawai Dinas Kesehatan Provinsi Jawa Tengah nih. Jadi diawali dengan tes kebugaran dengan lari sejauh 1,6 km, dilanjutkan dengan Cek Kesehatan. Ada pemeriksaan Tinggi Badan, Berat Badan, Lingkar Perut (terutama setelah lebaran nih pasti pada melebar), lalu Tekanan Darah, Kolesterol, Asam Urat, Gula Darah, dan masih banyak lagi.
Kamu udah cek kesehatan belum tahun ini Sob?"
"Kementerian Kesehatan akan menambahkan indikator progres Makan Bergizi Gratis (MBG) pada program Cek Kesehatan Gratis (CKG).
Langkah ini bertujuan untuk:
 Memantau status gizi siswa secara berkala
 Mengukur dampak program MBG secara ilmiah
 Memberi dasar evaluasi kebijakan yang lebih tepat
 Rencananya, pengukuran dilakukan 2x setahun dengan standar UNICEF/WHO, serta akan diperkuat dengan Survei Status Gizi Indonesia (SSGI) 2026.
 Kemenkes juga menyiapkan dukungan tenaga gizi dan sanitarian di seluruh kabupaten/kota, bekerja sama dengan Kemdikbud dan dinas kesehatan.
 Harapannya, dengan data gizi yang lebih akurat, masalah gizi dapat diatasi dan masalah kesehatan hilir berkurang hingga 50%.
@kemenkes_ri @badangizinasional.ri
#Kemenkes #MakanBergiziGratis #CKG #KesehatanAnak #IndonesiaSehat #Indonesiagoid #BeritaTerkini #InformasiPublik #BergerakBerdampak #SetahunBerdampak— bersama badangizinasional.ri dan kemenkes_ri."
"Pigai"" Ku pikir mukak mu aja yg jelek,rupanya otak mu juga,kw kan mentri HAM kan,kw cek dulu korban banjir sumut,uda kek mana mereka.berapa ribu warga yg terdampak.itu yg harus nya ham mereka yg kw lindungi.korban penggusuran PT "".
Mentri kok paok x kw,bedebah"
"Sehat Itu Hak Setiap Masyarakat - Yuk, mulai dari Lingkungan Kerja!
Hallo Sobat Sehat Kemayoran 
Tim Puskesmas Kemayoran melaksanakan Pemeriksaan Kesehatan Gratis (PKG) bagi pegawai di lingkungan Pemerintah Kota Administrasi Jakarta Pusat sebagai upaya deteksi dini dan peningkatan derajat kesehatan. Kegiatan ini meliputi pemeriksaan tekanan darah, gula darah, skrining faktor risiko, serta edukasi kesehatan untuk mendorong perilaku hidup sehat di tempat kerja.
Dengan pemeriksaan rutin, berbagai risiko penyakit dapat dikenali lebih awal sehingga penanganan dapat dilakukan secara cepat dan tepat. Lingkungan kerja yang sehat akan meningkatkan produktivitas dan kualitas pelayanan kepada masyarakat.
Yuk, manfaatkan layanan kesehatan secara berkala!
Jaga kesehatan diri, mulai dari langkah sederhana—periksa, pahami, dan tindak lanjuti hasilnya.
 Ajak rekan kerja dan keluarga untuk  cek kesehatan gratis 1 tahun sekali di fasilitas pelayanan kesehatan terdekat.
#CKG #Germas #dinkesdki #dkijakarta #JagaJakarta"
"Berusaha untuk tidak meneteskan air mata ma
Tapi itu bohong,,air mata tetap z keluar
Hari ini ulang tahun mama,,biasanya kita sama2 rayakan ma
 ini ulang tahun ke 3 mama tidak bersama dgn kita
Mama rayakan bersama bapa di surga ckg
kini kami papa, anak-anak dan cucu mama hanya rindu yg adaa ma
 rindu yg tak pernah terbalaskan
Selamat ulang tahun di surga sana y ma,
Jadi pendoa buat kami semua dari surga y ma
semoga kami sehat dan bahagia trus, 
Mama sehat2 di sana y ma
Mama bahagia bersama bapa Yesus y
Mama tetap di hati kami
Kami semua sayang mama
semua orang
 #foto #jangkauanluas"
"CEK KESEHATAN GRATIS DI GRIYA PENATIH DENPASAR BALI
SANTI DHARMA CHANDRA BERSAMA IBU IDA AYU HARIASIH 
Mengadakan Cek Kesehatan Gratis dengan Metode Quantum Portable dan Cek Aliran Darah dengan Mikroskop dari Korea
Hari Minggu 22 Februari 2026
Pukul 15.00
Konfirmasi kehadiran WA 082230599900"
"Terima kasih atas semua kenangan indah yang telah kau berikan kepada kami Mamai 
Joi Joikol
 . 
Engkau akan selalu hidup dalam hati dan ingatan kami. 
 terima kasih kerana selalu menjadi penasihat untuk kami yg sangat² berguna. Terima kasih kerana pernah menjadi Mamai paling baik, paling sporting, paling happy go lucky and segala²nya. Tidak dapat diungkapkan dengan kata². 
Mamai mungkin telah pergi, tapi cinta dan kenangannya akan selalu hidup bersama kita.. 
. Fly high 
Rest in Peace Mamai Jaikol Laseh 
Abang tua kepada Ibu Mertua saya. 
Last Respect pada: 
07.04.2026 @ Selasa
Jam 12 PM akan di bawa ke Tanah Perkuburan Kg Belatik, Papar. 
Sesiapa yang ingin memberikan penghormatan kali terakhir boleh datang ke kediaman beliau di Kg Belatik Papar."
"Allhamdulillah
  Selamat Sore
     Kembali beraktivitas lagi,,setelah beberapa hari libur
#safe_flight #pesawat #super_air_jet #airport #bandara #soekarno_hatta #cgk #tetap_semangat #tetap_bersyukur #lapaja_rewo #mbojo_dompu"
"#Posyanduilp
 #sehatindonesiaku
 #ckgindonesiasehat"
"Selamat pagi.. Ass.. OSA 
Dalam rangka perayaan HUT 24 Tahun 2026 Kabupaten Parigi Moutong yg ke -24 Tahun, Besok Jumat, 10 April 2026. UPTD Puskesmas Torue Mengadakan Cek Kesehatan Gratis Dan pemeriksaan HPV DNA ( Deteksi Dini Kanker Leher Rahim) untuk masyarakat Dan Nakes Puskesmas Torue. Di harapkan dukungan kita menyukseskan kegiatan tersebut dengan ikut menjadi peserta skrining Kesehatan ,Yakni Pemeriksaan:  Gula  Darah , Asam Urat,Profilipid ( LDL, HDL, Trigliserida & kolesterol Total)Atas dukungannya di ucapkan terima Kasih . Mohon di bawa Kartu Keluarga atau KTP"
"#CGK to PGK
fly 
 with Citilink
waktu kecil, aku selalu teriak minta duit saat pesawat lewat di atas kepalaku ..
sekarang aku bekerja cari duit sambil naik pesawat"
"Mau tau BONUS nya
. 
.
 CEK KESEHATAN GRATIS (CKG) DI PUSKESMAS TAMPO
Apa Saja Isinya dan Bagaimana Cara Mendapatkannya?
Apa Itu CKG?
CKG adalah program pemeriksaan kesehatan gratis yang diluncurkan pemerintah untuk membantu masyarakat mendeteksi penyakit sejak dini dan menjaga kesehatan secara teratur. Di Puskesmas Tampo, layanan ini siap membantu Anda dan keluarga! 
Isi Pemeriksaan Sesuai Kelompok Usia:
- Bayi & Balita (0-6 tahun)
Pengukuran berat/tinggi badan, pemeriksaan perkembangan, deteksi kelainan bawaan, dan pemeriksaan gigi dasar.
- Dewasa & Lansia (18 tahun ke atas)
Cek tekanan darah, gula darah, kolesterol, indeks massa tubuh (IMT), pemeriksaan mata, telinga, gigi, serta konseling kesehatan mental dasar. Selain itu, ada skrining untuk mendeteksi risiko penyakit seperti hipertensi, diabetes, dan penyakit jantung.
- Catatan: Untuk usia 7-17 tahun, pemeriksaan biasanya dilakukan di sekolah pada awal tahun ajaran.
Cara Mendapatkan Layanan:
1. Offline
Datang langsung ke Puskesmas Tampo dengan membawa KTP/KK atau Kartu Identitas Anak. Isi formulir pendaftaran di loket.
2. Online
- Unduh aplikasi Satusehat Mobile atau chat ke nomor WA resmi Kemenkes: 081110500567
- Pilih menu ""Cek Kesehatan Gratis"" dan ikuti langkah pendaftaran untuk mendapatkan tiket digital.
Info Layanan:
 Waktu Layanan: Senin-Kamis 07.30-12.00 WIB, Jum'at 07.30-10.00 WIB, Sabtu 07.30-11.00 WIB
 Lokasi: Puskesmas Tampo Cluring Banyuwangi
 Syarat: Bagi yang berlangganan BPJS Kesehatan, pastikan akun aktif minimal 1 bulan sebelum pemeriksaan. Pemeriksaan bisa dilakukan pada hari ulang tahun hingga 30 hari setelahnya (atau sesuai jadwal yang ditentukan).
Apakah Anda ingin tahu lebih lanjut tentang cara mendaftar melalui aplikasi Satusehat atau ada kelompok keluarga tertentu yang ingin Anda periksa kesehatan di Puskesmas Tampo?
Yuk.. Periksa kesehatan anda ke Puskesmas Tampo!! 
@dinkesbanyuwangi 
@kecamatancluringoke 
@pemdes_plampangrejo 
@tampodesa @desakaliploso 
@pemdes_sembulung"
